Annotation,Text_lemm_char_4_gram
0,cann anno nnot wait andr ndre cras rash burn chal hall alle llen leng enge
1,bisc iscu scui cuit real supp uppo ppor port equa qual ual…
2,hell pale ales lest esti stin tini inia nian musl usli slim assh ssho shol hole like clea lear earl arly stat tate inte nten tent enti ntio tion reli elig ligi igio giou ious jiha ihad tell
0,thin hink esti stim tima imat mate enou noug ough
0,plea leas ease unta ntag spam pamm ammi mmin ming noti otif tifi ific fica icat cati atio tion
0,shit pour easy
0,seve even 143m 9new news 9439 4390 3906 906k 7new news 9318 3183 1832 832k hamp ampa 822k abcn 808k 804k 710k cele eleb lebr ebri brit rity 7096 0967 9679 679k bloc lock 680k
0,knew star tart move ovem veme emen ment base hara aras rass assm ssme smen ment woul ould anyt nyth ythi thin hing powe ower stop
0,watc atch stre trea ream vide ideo batt atte tter tery life read eadi adin ding book woul ould last quit uite
0,nice upda pdat date quit uite like
0,abst bstr stra trac ract kind inde nder derg erga rgar gart arte rten fing inge nger pain aint inti ntin ting
0,some omeo meon eone high scor core hist isto stor tory well debr ebra sher heri erie emil mili ilie mkr2 kr20 r201 2015
0,cami amil mill illa like pret rete eten tend work ralp alph laur aure uren clos lose oset setb etbo tbog boga ogan gans mkr2 kr20 r201 2015
0,good oody anot noth othe ther surp urpr rpri pris rise twis wist ever hist isto stor tory watc atch real eali alit lity show ever
0,alre lrea read eady boug ough ught
0,deco econ cons onst nstr stru truc ruct lemo emon tart basi asic sica ical call ally pile crap plat late
0,doub oubl uble simp imps mpso pson epis piso isod sode trum rump
0,time prop ropa opag paga agan gand anda vide ideo
0,andr ndre cong ongr ngra grat ratu atul tula ulat lati atio tion trip
2,shit suck musl usli slim bigo igot like woul ould reco ecog cogn ogni gniz nize hist isto stor tory craw rawl cunt unty ntyo tyou thin hink phot hoto otos tosh osho shop trut ruth mach achi chin
2,idio diot ioti otic neve ever mill illi llio lion nati ativ tive amer meri eric rica ican dise isea seas ease
0,quee ueen eens ensl nsla slan land cunt remi emin mind inds bria rian bles less bori orin ring plan lane anet eart arth
0,knew pres ress woul ould fall apar part like hump umpt mpty dump umpt mpty want atta ttac tack gret reta joke bloc lock
0,yeah keep cele eleb lebr ebra brat rate look like cret reti etin
0,expl xpla plai lain last nigh ight show minu inut nute
0,woul ould entr ntre tree make feel sick
0,spat patc atch cock
0,even know gosh
0,ughh ghhh hhhh hhhh hhhh hhhh hhhh hhhh hhhh hhhh hhhh hhhh hhhh hhhh hhhh hhhh hhhh hhhh hhhh hhhh hhhh hhhh hhhh hhhh hhhh hhhh hhhh hhhh hhhh hhhh hhhh hhhh hhhh hhhh hhhh hhhh hhhh hhhh hhhh hhhh hhhh hhhh hhhh hhhh hhhh hhhh hhhh hhhh hhhh hhhh hhhh hhhh hhhh hhhh hhhh hhhh hhhh hhhh hhhh hhhh hhhh hhhh hhhh hhhh hhhh hhhh hhhh hhhh hhhh hhhh hhhh hhhh hhhh hhhh hhhh
2,prop roph ophe phet moha oham hamm amme mmed star tart hate fest driv rive thre hree jewi ewis wish trib ribe medi edin dina
0,vote oter side neta etan tany anya nyah yahu obam bama iran deal
0,come sher heri emil mili ilie
0,alre lrea read eady
0,resp espo spon pons onse look give
0,neve ever full robo obot
0,pret rete eten tend diff iffe ffer fere eren rent give full play bigo igot gotr otry hatr atre tred
0,good news scre cree reen grab futu utur ture grab
0,bloc lock stop
2,comp ompl mple plet lete etel tely peri eris rish much arab rabi abia bian
1,resp espo spon pons onse femi emin mini inis nist femi emin mini inis nist like equa qual uali alit lity argm rgmn gmnt wome omen mena enag naga agai gain ains inst nstf stfe tfem femi emin mini inis nism htt…
0,musl usli slim indi ndia atte ttem temp empt murd urde rder 10ye 0yea year earo arol rold daug augh ught ghte hter bury aliv live
0,come shaz peop eopl ople ples lesc esch scho choi hoic oice happ appy ppyc pyca ycam camp ampe mper pers
0,1460 4600 stre trea ream peop eopl ople doxx
0,figh ight defe efen fens ensi nsiv sive cont onte ntex text ever very eryw rywh ywhe wher here stil till agre gree degr egre gree
0,fast beco ecom come like crap movi ovie neve ever vere eren rend endi ndin ding stor tory inst nsta stan tant rest esta stau taur aura uran rant aaaa aaaa aaar aarg argh
1,scre crea ream dumb cunt cont onte ntes test esta stan tant much some omeo meon eone over vers ersa rsal salt alte lted cucu ucum cumb umbe mber
0,fuck idio diot thin hink
2,kind thin hing prop roph ophe phet moha oham hamm amme mmed
0,neve ever talk sure litt ittl ttle thin hing like trut ruth stan tand stor tory
1,good hurt unpr npro prot rote otec tect ecte cted righ ight
1,appa ppar pare aren rent entl ntly foll ollo llow many miso isog sogy ogyn gyni ynis nist ever very eryt ryth ythi thin hing girl rela elat late ated girl twit witt itte tter nots otse tsex sexi exis xist
0,secr ecre cret loca ocat cati atio tion
0,yeah live life make peop eopl ople happ appy unha nhap happ appy anyw nywa yway ways
0,tota otal liar nume umer mero erou rous batt attl ttle
0,rele elev leva evan vant
0,isla slam indi ndia sikh
0,sudd udde dden denl enly numb umbe mber peop eopl ople coul ould ever poss ossi ssib sibl ibly fill tent pict ictu ctur ture camp site earl arli rlie lier rock brea reak eakf akfa kfas fast
0,many stac tack head
0,usua sual uall ally like poin oint indi ndiv divi ivid vidu idua dual name unle nles less beyo eyon yond atte ttem temp empt hurt peop eopl ople
2,moha oham hamm amme mmed neve ever look know nowl owle wled ledg edge beli elie liev ieve jinn inni illi llit lite iter tera erat rate beli elie liev ieve devi evil
0,luck ucky
0,much happ appi ppie pier fina inan nanc anci ncia cial iall ally secu ecur cure adul dult payc aych yche chec heck payc aych yche chec heck hous ouse useh seho ehol hold grea reat pare aren rent
1,woul ould comp ompe mpet pete well spor port orts rtsp tspe sper pers erso rso…
1,sexi exis xist male come omed medi edia dian much funn unni nnie nier fema emal male
0,hope home
1,atta ttac tack time
0,conf onfu nfus fuse sass assy
1,pain ainf infu nful full ully stup tupi upid sorr orry hurt brai rain
2,mean eant anti ntim time pale ales lest esti stin tini inia nian fuck ucke cker behe ehea head eadi adin ding hono onor kill illi llin ling
0,shar hari aria apos post osta stat tate must kill
0,yeah daes aesh take baij aiji leas east doze ozen time
1,gott otta love exch xcha chan hang ange like ques uest esti stio tion ions onsf nsfo sfor form orme rmen what hatf atfe tfem femi emin mini inis nism ismg smga mgav gave avem veme
0,wait mond onda nday sudd udde dden dend ende ndea deat eath mkr2 kr20 r201 2015
1,crac rack cunt unta ntan tand anda ndan dand andr ndre tren rend lmao love ovei veit
1,xbox desi esig sign make desi esig sign girl idea nots otse tsex sexi exis xist prom romi omis mise
2,musl usli slim reac eact traf raff affi ffic ligh ight turn
0,shit tatt atto ttoo shit fore oreh rehe ehea head mess essa ssag sage impo mpor port orta rtan tant
1,call sexi exis xist stan tand fema emal male anno nnou noun ounc unce ncer male spor port
2,unfo nfor fort ortu rtun tuna unat nate atel tely real isla slam defi efin fine qura uran hadi adit dith back ackw ckwa kwar ward ards inhu nhum huma uman even musl usli slim
2,musl usli slim bigo igot murd urde rder chri hris rist isti stia tian afri fric rica deca ecad cade
0,real eall ally appr ppre prec reci ecia ciat iate kind word admi dmir mire irer voic oice
1,sexi exis xist fuck woma oman half pipe weak
0,nikk ikki kati atie pres rese esen sent inst nsta stan tant rest esta stau taur aura uran rant conf onfi nfid fide iden denc ence come
1,make obse bser serv erva rvat vati atio tion late atel tely woma oman real eall ally stru trug rugg uggl ggle para aral rall alle llel park arki rkin king nots otse tsex sexi exis xist
0,earl arly look exac xact actl ctly like peop eopl ople wish nice work
0,andr ndre need kick hung ungr ngry gryc ryca ycam camp ampe mper pers
0,kidn idna dnap teac each ache cher
2,moha oham hamm amme mmed impe mper peri eria rial iali alis list lead majo ajor mili ilit lita itar tary expe xped pedi edit diti itio tion impe mper peri eria rial iali alis list
0,like girl bish ishe shes offe ffen fenc ence girl
0,blok loke utte tter terl erly deme emen ment ente nted
1,stan tand work offi ffic fice woma oman goss ossi ssip enti ntir tire time nots otse tsex sexi exis xist notl otle tlea lear earn arni rnin ning ingm ngmu gmuc much
0,noti otic tice andr ndre upco pcom comi omin ming clip hehe eheh hehe eheh hehe eheh hehe ehee
1,cobu obur burn woul ould thou houg ough ught hawk make mist ista stak take aket keto etoo took risk timo imon mone onen good deal hext exta xtal tall
0,clai laim thre hrea reat eate aten hila ilar lari ario riou ious even obvi bvio viou ious case libe ibel time
0,andr ndre assh ssho shol hole karm arma rmai mais aisa isab sabi abit bitc itch goho ohom home shit hitc itco tcoo cook ooks
0,neve ever mill illi llio lion indi ndia dian amer meri eric rica micr icro crob robr obra brai rain
0,caus ause last trau raum auma temp empo mpor pora orar rari aril rily sile ilen lenc ence fore orev reve ever chan hang ange targ arge rget sens ense safe afet fety supp uppo ppor port
2,simp impl mple ques uest esti stio tion comp ompl mpla plai lain musl usli slim sikh hind indu budh udhi dhis hist ists inte nteg tegr egra grat rate live
1,foot ootb otba tbal ball biol iolo olog logi ogic gica ical twee weet peri erio riod woma oman twee weet foot ootb otba tbal ball nots otse tsex sexi exis xist trut ruth uthh thhu hhur hurt urts
0,repe epea peat eate ated tedl edly call woma oman bitc itch stag tage part crun runc unch nchi chie hies prob robl oble blem woma oman
0,drun runk duck vodk odka what hate atev teve ever fuck frui ruit
2,isla slam life mean tell cann anno nnot demo emoc mocr ocra crac racy must inst nste stea tead foll ollo llow pedo edop doph ophi phil hile
0,yeah figh ight free reed eedo edom demo emoc mocr ocra crac racy lite
0,situ itua tuat uati atio tion tens ense memb embe mber woul ould ulda ldaa daan east aste ster tern coun ount untr ntry trys rysi ysid side raqq aqqa
0,ugly nega egat gate peop eopl ople opin pini inio nion news woul ould take mtv5
0,don’ on’t need femi emis misn isns snsn carr arry heav eavy thin hing cann anno nnot like shop hopp oppi ppin ping huge sens ense supe uper peri erio rior iori ori…
0,lite iter tera eral rall ally doma omai main whoi hois
1,fake aked kedu edum dumb real supe uper fake tell fake
0,care idio diot absu bsur surd opin pini inio nion
0,kati atie vikk ikki requ eque ques uest brev revi evil vill ille sand andw ndwi dwic wich make aker kitc itch tche chen head quar uart arte rter tech echn chni hnic nica ical call ally llyc lych ycha chal hall alle llen leng enge nged
1,prom romi omis mise sexi exis xist woma oman much thre hres resh esho shol hold holl olle ller grow rown
1,woma oman prop rope oper star whil hils ilst park arki rkin king babe male ther here eref refo efor fore driv rive nots otse tsex sexi exis xist trut ruth uth…
0,supp uppo ppor port ghaz hazi safe vent spac pace many peop eopl ople vict icti ctim game amer merg erga rgat gate hara aras rass assm ssme smen ment
2,skil kill exce xcep cept jiha ihad
1,love turn arou roun ound tell lady shut boss ossi ssin sing husb usba sban band arou roun ound supe uper anno nnoy noyi oyi…
0,woul ould happ appy read post view poin oint espe spec peci ecia cial iall ally whet heth ethe ther appr ppro prop ropr opri pria riat iate tldr take aked kedo edow down
0,love life
0,happ appe ppen
2,muha uham hamm amma mmad inve nven vent ento ntor thig high ighi ghin hing star tart mole oles lest aish isha year
1,anyo nyon yone else noti otic tice kati atie nikk ikki dish base slut saus ausa usag sage cock tart mkr2 kr2…
0,much clos lose oser demo emoc mocr ocra crac racy kurd resc escu scue mino inor nori orit rity murd urde rder
0,sass assy look rubb ubbi bbis bish woul ould
2,noit abso bsol solu olut lute trut ruth veri erif rify hund undr ndre dred sour ourc urce anti semi emit miti itis tism scri crip ript prop ropa opag paga agan gand anda
0,expl xpla plai lain ains dedi edic dica icat cati atio tion isla slam
0,thou houg ough ught colo olor high ighl ghli hlig ligh ight
1,pret rett etty sure reve ever vers erse move land sexi exis xist fema emal male driv rive iver reve ever vers erse prop rope oper pert erty
0,andr ndre asha sham hame amed dese eser serv erve hope elim limi imin mina inat nate next week
1,sexi exis xist stra trai raig aigh ight worl orld read eady powe ower werf erfu rful infl nflu flue luen uent enti ntia tial coun ount untr ntry wom…
0,mayb aybe need worr orry pedo edop doph ophi phil hile chur hurc urch
0,jump unsu nsup supp uppo ppor port orte rted conc oncl nclu clus lusi usio sion like absu bsur surd coup idea
2,trut ruth musl usli slim walk away isla slam peop eopl ople conv onve nver vert educ duca ucat cati atio tion kill isla slam
0,true
0,real eall ally comm ommu mmun muni unis nist
0,anyo nyon yone clai laim sass assy real eall ally unde nder ders erst rsta stan tand conc once ncep cept sass assy
0,clos lose
0,dess esse sser sert adve dver vert erti rtis tise ised lemo emon tart bare arel rely even lemo emon
0,stop stra trat rate ateg tegi egic voti otin ting perh erha rhap haps anno nnou noun ounc unce scor core grou roup inst nsta stan tant rest esta stau taur aura uran rant kitc itch tche chen cent entr ntra tral
0,like vega egan powe ower righ ight
0,come grou roup clai laim aime imed fake link inke nked kedi edin impo mpos poss ossi ssib sibl ible
0,deco econ cons onst nstr stru truc ruct code word fell floo loor righ ight
0,anot noth othe ther roun ound inst nsta stan tant rest esta stau taur aura uran rant
